latitude,longitude,resolvedAddress,address,timezone,tzoffset,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,datetime_hourly,datetimeEpoch_hourly,temp_hourly,feelslike_hourly,humidity_hourly,dew_hourly,precip_hourly,precipprob_hourly,snow_hourly,snowdepth_hourly,preciptype_hourly,windgust_hourly,windspeed_hourly,winddir_hourly,pressure_hourly,visibility_hourly,cloudcover_hourly,solarradiation_hourly,solarenergy_hourly,uvindex_hourly,severerisk_hourly,conditions_hourly,icon_hourly,stations_hourly,source_hourly
48.2924,25.9355,"Чернівці, Україна","Chernivtsi,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.222222222222221,5.944444444444446,9.055555555555554,13.222222222222221,2.7222222222222214,7.611111111111113,38.2,69.0,0.008,41.9,4.17,['rain'],0.0,0.0,23.7,13.9,327.3,1009.7,72.5,10.7,194.6,16.9,7.0,10.0,06:14:26,1713669266,20:16:23,1713719783,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['LRSV', 'remote']",comb,2024-04-21 22:00:00,1713726000,44.9,42.9,76.79,38.0,0.0,0.0,0.0,0.0,0,7.2,4.0,281.9,1012.0,15.0,25.3,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 11:00:00,1713686400,63.4,63.4,61.83,50.1,0.0,0.0,0.0,0.0,0,30.4,13.0,150.4,1002.0,15.0,67.2,706.0,2.5,7.0,10.0,Partially cloudy,partly-cloudy-day,['remote'],obs
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 12:00:00,1713690000,65.7,65.7,55.1,49.2,0.0,0.0,0.0,0.0,0,32.4,12.8,143.0,1002.0,15.0,63.2,790.0,2.8,8.0,10.0,Partially cloudy,partly-cloudy-day,[],fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 13:00:00,1713693600,67.4,67.4,46.44,46.1,0.0,0.0,0.0,0.0,0,44.1,18.1,154.2,1002.0,15.0,72.0,302.0,1.1,3.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 14:00:00,1713697200,65.9,65.9,51.54,47.6,0.0,0.0,0.0,0.0,0,45.0,16.8,151.3,1002.0,15.0,53.1,629.0,2.3,6.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 15:00:00,1713700800,65.4,65.4,51.46,47.0,0.0,0.0,0.0,0.0,0,41.6,16.6,159.7,1002.0,15.0,79.3,469.0,1.7,5.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 16:00:00,1713704400,61.1,61.1,69.42,51.0,0.008,3.2,0.0,0.0,['rain'],43.8,16.3,170.9,1002.0,15.0,87.6,562.0,2.0,6.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 17:00:00,1713708000,58.7,58.7,66.42,47.6,0.008,3.2,0.0,0.0,['rain'],41.8,16.8,177.8,1003.0,15.0,86.0,182.0,0.7,2.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 18:00:00,1713711600,55.7,55.7,67.89,45.2,0.004,3.2,0.0,0.0,['rain'],40.0,15.4,185.3,1004.0,15.0,100.0,20.0,0.1,0.0,10.0,Overcast,cloudy,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 19:00:00,1713715200,52.2,52.2,68.91,42.3,0.0,3.2,0.0,0.0,0,38.9,15.2,189.5,1005.0,15.0,100.0,6.0,0.0,0.0,10.0,Overcast,cloudy,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 20:00:00,1713718800,49.5,44.1,70.55,40.4,0.0,3.2,0.0,0.0,0,37.6,14.8,200.0,1007.0,15.0,100.0,0.0,0.0,0.0,10.0,Overcast,cloudy,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 21:00:00,1713722400,48.3,42.4,68.94,38.6,0.0,3.2,0.0,0.0,['rain'],36.5,15.2,198.9,1008.0,15.0,93.8,0.0,0.0,0.0,10.0,Overcast,cloudy,0,fcst
48.4753,35.016,"Дніпро, Україна","Dnipro,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,19.66666666666667,8.222222222222221,13.611111111111112,19.66666666666667,5.0,13.055555555555555,46.1,68.9,0.115,100.0,33.33,['rain'],0.0,0.0,45.0,18.1,157.6,1003.5,91.4,14.6,200.6,17.4,8.0,10.0,05:37:47,1713667067,19:40:25,1713717625,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,['remote'],comb,2024-04-21 22:00:00,1713726000,47.0,41.0,70.77,38.0,0.0,0.0,0.0,0.0,0,36.9,14.3,202.8,1008.0,15.0,94.9,0.0,0.0,0.0,10.0,Overcast,cloudy,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 11:00:00,1713686400,65.6,65.6,65.47,53.7,0.0,0.0,0.0,0.0,0,25.9,11.6,166.3,1006.0,15.0,100.0,386.0,1.4,4.0,10.0,Overcast,cloudy,['remote'],obs
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 12:00:00,1713690000,66.1,66.1,60.95,52.2,0.0,0.0,0.0,0.0,0,27.1,12.1,173.2,1007.0,15.0,100.0,464.0,1.7,5.0,10.0,Overcast,cloudy,[],fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 13:00:00,1713693600,67.2,67.2,51.03,48.5,0.0,0.0,0.0,0.0,0,28.2,12.5,174.1,1007.0,15.0,100.0,388.0,1.4,4.0,10.0,Overcast,cloudy,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 14:00:00,1713697200,68.6,68.6,42.69,45.0,0.0,0.0,0.0,0.0,0,34.7,15.4,172.8,1007.0,15.0,96.8,615.0,2.2,6.0,10.0,Overcast,cloudy,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 15:00:00,1713700800,66.5,66.5,48.24,46.3,0.0,0.0,0.0,0.0,0,39.8,17.7,172.5,1007.0,15.0,27.9,693.0,2.5,7.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 16:00:00,1713704400,64.1,64.1,53.77,47.0,0.0,0.0,0.0,0.0,0,41.2,17.2,173.9,1008.0,15.0,92.8,537.0,1.9,5.0,10.0,Overcast,cloudy,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 17:00:00,1713708000,61.2,61.2,60.31,47.4,0.0,0.0,0.0,0.0,0,38.7,15.2,187.5,1009.0,15.0,67.8,339.0,1.2,3.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 18:00:00,1713711600,59.1,59.1,58.4,44.5,0.0,0.0,0.0,0.0,0,33.8,12.8,188.4,1009.0,15.0,56.1,211.0,0.8,2.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 19:00:00,1713715200,56.6,56.6,59.69,42.7,0.0,0.0,0.0,0.0,0,28.0,11.9,192.2,1010.0,15.0,55.0,103.0,0.4,1.0,10.0,Partially cloudy,partly-cloudy-day,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 20:00:00,1713718800,53.7,53.7,64.91,42.2,0.0,0.0,0.0,0.0,0,25.7,10.5,189.2,1012.0,15.0,45.3,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 21:00:00,1713722400,52.1,52.1,70.33,42.7,0.0,0.0,0.0,0.0,0,22.6,9.4,193.6,1013.0,15.0,56.4,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,0,fcst
48.002,37.8145,"Донецьк, Україна","Donetsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,20.333333333333332,9.444444444444445,15.055555555555557,20.333333333333332,7.611111111111113,14.944444444444445,46.8,64.9,0.02,100.0,8.33,['rain'],0.0,0.0,41.2,17.7,161.6,1007.5,81.9,15.0,197.9,17.2,7.0,10.0,05:27:35,1713666455,19:28:12,1713716892,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['remote'],comb,2024-04-21 22:00:00,1713726000,50.4,50.4,72.63,42.0,0.0,0.0,0.0,0.0,0,20.4,8.5,199.1,1013.0,15.0,42.2,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 11:00:00,1713686400,50.6,50.6,60.56,37.5,0.0,0.0,0.0,0.0,0,19.0,8.9,315.5,1011.0,15.0,100.0,469.0,1.7,5.0,10.0,Overcast,cloudy,['remote'],obs
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 12:00:00,1713690000,52.8,52.8,55.53,37.3,0.0,12.9,0.0,0.0,0,19.2,8.7,327.7,1011.0,15.0,100.0,582.0,2.1,6.0,10.0,Overcast,cloudy,[],fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 13:00:00,1713693600,53.9,53.9,50.07,35.7,0.0,12.9,0.0,0.0,0,19.0,8.5,338.0,1010.0,15.0,100.0,682.0,2.5,7.0,10.0,Overcast,cloudy,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 14:00:00,1713697200,54.4,54.4,50.51,36.4,0.0,12.9,0.0,0.0,0,19.7,9.4,343.6,1010.0,15.0,100.0,712.0,2.6,7.0,10.0,Overcast,cloudy,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 15:00:00,1713700800,55.8,55.8,45.6,35.1,0.0,12.9,0.0,0.0,0,19.2,8.1,338.7,1010.0,15.0,100.0,696.0,2.5,7.0,10.0,Overcast,cloudy,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 16:00:00,1713704400,56.2,56.2,42.2,33.5,0.0,45.2,0.0,0.0,['rain'],18.6,8.1,342.7,1010.0,15.0,100.0,589.0,2.1,6.0,10.0,"Rain, Overcast",rain,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 17:00:00,1713708000,54.2,54.2,50.48,36.2,0.0,45.2,0.0,0.0,['rain'],22.6,10.5,349.9,1010.0,14.9,99.1,468.0,1.7,5.0,10.0,"Rain, Overcast",rain,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 18:00:00,1713711600,53.3,53.3,53.68,36.9,0.0,45.2,0.0,0.0,['rain'],21.0,9.2,346.0,1010.0,10.9,51.2,366.0,1.3,4.0,10.0,"Rain, Partially cloudy",rain,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 19:00:00,1713715200,50.8,50.8,64.1,39.1,0.0,45.2,0.0,0.0,['rain'],21.5,10.1,338.6,1011.0,15.0,97.4,232.0,0.8,2.0,10.0,"Rain, Overcast",rain,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 20:00:00,1713718800,48.3,45.0,73.94,40.4,0.0,45.2,0.0,0.0,['rain'],20.8,7.4,322.5,1012.0,15.0,75.6,75.0,0.3,1.0,10.0,"Rain, Partially cloudy",rain,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 21:00:00,1713722400,45.9,42.5,82.46,40.9,0.0,45.2,0.0,0.0,['rain'],15.0,6.7,302.8,1013.0,15.0,46.5,0.0,0.0,0.0,10.0,"Rain, Partially cloudy",rain,0,fcst
48.9226,24.7147,"Івано-Франківськ, Україна","Ivano-Frankivsk,Ukraine",Europe/Kiev,3.0,2024-04-21,1713646800,13.444444444444446,1.9444444444444446,7.833333333333335,13.444444444444446,0.9444444444444461,7.222222222222222,34.7,65.7,0.0,45.2,0.0,['rain'],0.0,0.0,22.6,10.5,320.0,1011.5,86.3,14.8,230.8,19.9,7.0,10.0,06:17:59,1713669479,20:22:38,1713720158,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,['remote'],comb,2024-04-21 22:00:00,1713726000,44.5,41.2,88.31,41.3,0.0,6.5,0.0,0.0,0,13.4,5.8,294.3,1013.0,15.0,52.6,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,0,fcst
